"SchoolYear","Column1","ESD","County","CountyDistrictNumber","District","GradeTested","EthnicityGender","WAASReadingTotalTestedNotTested","WAASReadingTotalTested","WAASReadingMetStandard","WAASReadingPercentMetStandard","WAASReadingPercentMetStandardExcludingNoScore","WAASReadingLevel1","WAASReadingPercentLevel1","WAASReadingLevel2","WAASReadingPercentLevel2","WAASReadingLevel3","WAASReadingPercentLevel3","WAASReadingLevel4","WAASReadingPercentLevel4","WAASReadingNoScore","WAASReadingPercentNoScore","WAASReadingNotMet","WAASReadingPercentNotMet","WAASReadingWAAS","WAASReadingPercentWAAS","WAASMathTotalTestedNotTested","WAASMathTotalTested","WAASMathMetStandard","WAASMathPercentMetStandard","WAASMathPercentMetStandardExcludingNoScore","WAASMathLevel1","WAASMathPercentLevel1","WAASMathLevel2","WAASMathPercentLevel2","WAASMathLevel3","WAASMathPercentLevel3","WAASMathLevel4","WAASMathPercentLevel4","WAASMathNoScore","WAASMathPercentNoScore","WAASMathNotMet","WAASMathPercentNotMet","WAASMathWAAS","WAASMathPercentWAAS","WAASWritingTotalTestedNotTested","WAASWritingTotalTested","WAASWritingMetStandard","WAASWritingPercentMetStandard","WAASWritingPercentMetStandardExcludingNoScore","WAASWritingLevel1","WAASWritingPercentLevel1","WAASWritingLevel2","WAASWritingPercentLevel2","WAASWritingLevel3","WAASWritingPercentLevel3","WAASWritingLevel4","WAASWritingPercentLevel4","WAASWritingNoScore","WAASWritingPercentNoScore","WAASWritingNotMet","WAASWritingPercentNotMet","WAASWritingWAAS","WAASWritingPercentWAAS","WAASScienceTotalTestedNotTested","WAASScienceTotalTested","WAASScienceMetStandard","WAASSciencePercentMetStandard","WAASSciencePercentMetStandardExcludingNoScore","WAASScienceLevel1","WAASSciencePercentLevel1","WAASScienceLevel2","WAASSciencePercentLevel2","WAASScienceLevel3","WAASSciencePercentLevel3","WAASScienceLevel4","WAASSciencePercentLevel4","WAASScienceNoScore","WAASSciencePercentNoScore","WAASScienceNotMet","WAASSciencePercentNotMet","WAASScienceWAAS","WAASSciencePercentWAAS"
"2012-13",79,"Educational Service District 113","Grays Harbor","14005","Aberdeen School District",3,"ALL",2,0,,,,,,,,,,,,,,,,,0,2,0,,,,,,,,,,,,,,,,,0,,0,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,
"2012-13",79,"Educational Service District 113","Grays Harbor","14005","Aberdeen School District",4,"ALL",2,0,,,,,,,,,,,,,,,,,0,2,0,,,,,,,,,,,,,,,,,0,2,0,,,,,,,,,,,,,,,,,0,,0,,,,,,,,,,,,,,,,,
"2012-13",79,"Educational Service District 113","Grays Harbor","14005","Aberdeen School District",5,"ALL",1,0,,,,,,,,,,,,,,,,,0,1,0,,,,,,,,,,,,,,,,,0,,0,,,,,,,,,,,,,,,,,,1,0,,,,,,,,,,,,,,,,,0
"2012-13",79,"Educational Service District 113","Grays Harbor","14005","Aberdeen School District",6,"ALL",1,0,,,,,,,,,,,,,,,,,0,1,0,,,,,,,,,,,,,,,,,0,,0,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,
"2012-13",79,"Educational Service District 113","Grays Harbor","14005","Aberdeen School District",7,"ALL",1,0,,,,,,,,,,,,,,,,,0,1,0,,,,,,,,,,,,,,,,,0,1,0,,,,,,,,,,,,,,,,,0,,0,,,,,,,,,,,,,,,,,
"2012-13",79,"Educational Service District 113","Grays Harbor","14005","Aberdeen School District",8,"ALL",1,0,,,,,,,,,,,,,,,,,0,1,0,,,,,,,,,,,,,,,,,0,,0,,,,,,,,,,,,,,,,,,1,0,,,,,,,,,,,,,,,,,0
"2012-13",79,"Educational Service District 113","Grays Harbor","14005","Aberdeen School District",10,"ALL",1,0,,,,,,,,,,,,,,,,,0,1,0,,,,,,,,,,,,,,,,,0,1,0,,,,,,,,,,,,,,,,,0,1,0,,,,,,,,,,,,,,,,,0
"2012-13",145,"Educational Service District 113","Lewis","21226","Adna School District",3,"ALL",,0,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,
"2012-13",145,"Educational Service District 113","Lewis","21226","Adna School District",4,"ALL",,0,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,
"2012-13",145,"Educational Service District 113","Lewis","21226","Adna School District",5,"ALL",2,0,,,,,,,,,,,,,,,,,0,2,0,,,,,,,,,,,,,,,,,0,,0,,,,,,,,,,,,,,,,,,2,0,,,,,,,,,,,,,,,,,0
"2012-13",145,"Educational Service District 113","Lewis","21226","Adna School District",6,"ALL",,0,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,
"2012-13",145,"Educational Service District 113","Lewis","21226","Adna School District",7,"ALL",,0,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,
"2012-13",145,"Educational Service District 113","Lewis","21226","Adna School District",8,"ALL",,0,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,
"2012-13",145,"Educational Service District 113","Lewis","21226","Adna School District",10,"ALL",,0,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,
"2012-13",156,"Educational Service District 101","Lincoln","22017","Almira School District",3,"ALL",,0,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,
"2012-13",156,"Educational Service District 101","Lincoln","22017","Almira School District",4,"ALL",,0,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,
"2012-13",156,"Educational Service District 101","Lincoln","22017","Almira School District",5,"ALL",,0,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,
"2012-13",156,"Educational Service District 101","Lincoln","22017","Almira School District",6,"ALL",1,0,,,,,,,,,,,,,,,,,0,1,0,,,,,,,,,,,,,,,,,0,,0,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,
"2012-13",156,"Educational Service District 101","Lincoln","22017","Almira School District",7,"ALL",,0,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,
"2012-13",156,"Educational Service District 101","Lincoln","22017","Almira School District",8,"ALL",1,0,,,,,,,,,,,,,,,,,0,1,0,,,,,,,,,,,,,,,,,0,,0,,,,,,,,,,,,,,,,,,1,0,,,,,,,,,,,,,,,,,0
"2012-13",208,"Northwest Educational Service District 189","Skagit","29103","Anacortes School District",3,"ALL",3,0,,,,,,,,,,,,,,,,,0,3,0,,,,,,,,,,,,,,,,,0,,0,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,
"2012-13",208,"Northwest Educational Service District 189","Skagit","29103","Anacortes School District",4,"ALL",5,0,,,,,,,,,,,,,,,,,0,4,0,,,,,,,,,,,,,,,,,0,5,0,,,,,,,,,,,,,,,,,0,,0,,,,,,,,,,,,,,,,,
"2012-13",208,"Northwest Educational Service District 189","Skagit","29103","Anacortes School District",5,"ALL",3,0,,,,,,,,,,,,,,,,,0,3,0,,,,,,,,,,,,,,,,,0,,0,,,,,,,,,,,,,,,,,,3,0,,,,,,,,,,,,,,,,,0
"2012-13",208,"Northwest Educational Service District 189","Skagit","29103","Anacortes School District",6,"ALL",2,0,,,,,,,,,,,,,,,,,0,2,0,,,,,,,,,,,,,,,,,0,,0,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,
"2012-13",208,"Northwest Educational Service District 189","Skagit","29103","Anacortes School District",7,"ALL",3,0,,,,,,,,,,,,,,,,,0,3,0,,,,,,,,,,,,,,,,,0,4,0,,,,,,,,,,,,,,,,,0,,0,,,,,,,,,,,,,,,,,
"2012-13",208,"Northwest Educational Service District 189","Skagit","29103","Anacortes School District",8,"ALL",4,0,,,,,,,,,,,,,,,,,0,4,0,,,,,,,,,,,,,,,,,0,,0,,,,,,,,,,,,,,,,,,4,0,,,,,,,,,,,,,,,,,0
"2012-13",208,"Northwest Educational Service District 189","Skagit","29103","Anacortes School District",10,"ALL",,0,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,
"2012-13",220,"Northwest Educational Service District 189","Snohomish","31016","Arlington School District",3,"ALL",5,0,,,,,,,,,,,,,,,,,0,5,0,,,,,,,,,,,,,,,,,0,,0,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,
"2012-13",220,"Northwest Educational Service District 189","Snohomish","31016","Arlington School District",4,"ALL",3,0,,,,,,,,,,,,,,,,,0,3,0,,,,,,,,,,,,,,,,,0,3,0,,,,,,,,,,,,,,,,,0,,0,,,,,,,,,,,,,,,,,
"2012-13",220,"Northwest Educational Service District 189","Snohomish","31016","Arlington School District",5,"ALL",7,0,,,,,,,,,,,,,,,,,0,7,0,,,,,,,,,,,,,,,,,0,,0,,,,,,,,,,,,,,,,,,7,0,,,,,,,,,,,,,,,,,0
"2012-13",220,"Northwest Educational Service District 189","Snohomish","31016","Arlington School District",6,"ALL",4,0,,,,,,,,,,,,,,,,,0,4,0,,,,,,,,,,,,,,,,,0,,0,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,
"2012-13",220,"Northwest Educational Service District 189","Snohomish","31016","Arlington School District",7,"ALL",5,0,,,,,,,,,,,,,,,,,0,5,0,,,,,,,,,,,,,,,,,0,5,0,,,,,,,,,,,,,,,,,0,,0,,,,,,,,,,,,,,,,,
"2012-13",220,"Northwest Educational Service District 189","Snohomish","31016","Arlington School District",8,"ALL",1,0,,,,,,,,,,,,,,,,,0,1,0,,,,,,,,,,,,,,,,,0,,0,,,,,,,,,,,,,,,,,,1,0,,,,,,,,,,,,,,,,,0
"2012-13",220,"Northwest Educational Service District 189","Snohomish","31016","Arlington School District",10,"ALL",4,0,,,,,,,,,,,,,,,,,0,4,0,,,,,,,,,,,,,,,,,0,4,0,,,,,,,,,,,,,,,,,0,4,0,,,,,,,,,,,,,,,,,0
"2012-13",17,"Educational Service District 123","Asotin","02420","Asotin-Anatone School District",3,"ALL",,0,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,
"2012-13",17,"Educational Service District 123","Asotin","02420","Asotin-Anatone School District",4,"ALL",,0,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,
"2012-13",17,"Educational Service District 123","Asotin","02420","Asotin-Anatone School District",5,"ALL",1,0,,,,,,,,,,,,,,,,,0,1,0,,,,,,,,,,,,,,,,,0,,0,,,,,,,,,,,,,,,,,,1,0,,,,,,,,,,,,,,,,,0
"2012-13",17,"Educational Service District 123","Asotin","02420","Asotin-Anatone School District",6,"ALL",,0,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,
"2012-13",17,"Educational Service District 123","Asotin","02420","Asotin-Anatone School District",7,"ALL",,0,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,
"2012-13",17,"Educational Service District 123","Asotin","02420","Asotin-Anatone School District",8,"ALL",,0,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,
"2012-13",17,"Educational Service District 123","Asotin","02420","Asotin-Anatone School District",10,"ALL",,0,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,
"2012-13",111,"Puget Sound Educational Service District 121","King","17408","Auburn School District",3,"ALL",18,18,16,88.79,88.9,0,0,2,11.09,6,33.29,10,55.5,0,0,2,11.09,,0,18,18,15,83.29,83.3,1,5.5,2,11.09,3,16.6,12,66.59,0,0,3,16.6,,0,,0,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,
"2012-13",111,"Puget Sound Educational Service District 121","King","17408","Auburn School District",4,"ALL",16,16,14,87.5,87.5,0,0,2,12.5,3,18.69,11,68.7,0,0,2,12.5,,0,16,16,12,75,75,0,0,4,25,2,12.5,10,62.5,0,0,4,25,,0,16,16,9,56.2,56.3,3,18.69,4,25,3,18.69,6,37.5,0,0,7,43.7,,0,,0,,,,,,,,,,,,,,,,,
"2012-13",111,"Puget Sound Educational Service District 121","King","17408","Auburn School District",5,"ALL",11,0,,,,,,,,,,,,,,,,,0,11,0,,,,,,,,,,,,,,,,,0,,0,,,,,,,,,,,,,,,,,,11,11,10,90.9,90.9,0,0,1,9,5,45.39,5,45.39,0,0,1,9,,0
"2012-13",111,"Puget Sound Educational Service District 121","King","17408","Auburn School District",6,"ALL",11,11,6,54.5,54.5,0,0,5,45.39,5,45.39,1,9,0,0,5,45.39,,0,11,0,,,,,,,,,,,,,,,,,0,,0,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,
"2012-13",111,"Puget Sound Educational Service District 121","King","17408","Auburn School District",7,"ALL",12,12,11,91.59,91.7,0,0,1,8.3,5,41.6,6,50,0,0,1,8.3,,0,12,12,11,91.59,91.7,0,0,1,8.3,2,16.6,9,75,0,0,1,8.3,,0,12,12,8,66.59,66.7,1,8.3,3,25,3,25,5,41.6,0,0,4,33.29,,0,,0,,,,,,,,,,,,,,,,,
"2012-13",111,"Puget Sound Educational Service District 121","King","17408","Auburn School District",8,"ALL",9,0,,,,,,,,,,,,,,,,,0,9,0,,,,,,,,,,,,,,,,,0,,0,,,,,,,,,,,,,,,,,,9,0,,,,,,,,,,,,,,,,,0
"2012-13",111,"Puget Sound Educational Service District 121","King","17408","Auburn School District",10,"ALL",8,0,,,,,,,,,,,,,,,,,0,8,0,,,,,,,,,,,,,,,,,0,8,0,,,,,,,,,,,,,,,,,0,8,0,,,,,,,,,,,,,,,,,0
"2012-13",120,"Puget Sound Educational Service District 121","Kitsap","18303","Bainbridge Island School District",3,"ALL",2,0,,,,,,,,,,,,,,,,,0,2,0,,,,,,,,,,,,,,,,,0,,0,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,
"2012-13",120,"Puget Sound Educational Service District 121","Kitsap","18303","Bainbridge Island School District",4,"ALL",3,0,,,,,,,,,,,,,,,,,0,3,0,,,,,,,,,,,,,,,,,0,3,0,,,,,,,,,,,,,,,,,0,,0,,,,,,,,,,,,,,,,,
"2012-13",120,"Puget Sound Educational Service District 121","Kitsap","18303","Bainbridge Island School District",5,"ALL",,0,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,
"2012-13",120,"Puget Sound Educational Service District 121","Kitsap","18303","Bainbridge Island School District",6,"ALL",,0,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,
"2012-13",120,"Puget Sound Educational Service District 121","Kitsap","18303","Bainbridge Island School District",7,"ALL",4,0,,,,,,,,,,,,,,,,,0,4,0,,,,,,,,,,,,,,,,,0,4,0,,,,,,,,,,,,,,,,,0,,0,,,,,,,,,,,,,,,,,
"2012-13",120,"Puget Sound Educational Service District 121","Kitsap","18303","Bainbridge Island School District",8,"ALL",1,0,,,,,,,,,,,,,,,,,0,1,0,,,,,,,,,,,,,,,,,0,,0,,,,,,,,,,,,,,,,,,1,0,,,,,,,,,,,,,,,,,0
"2012-13",120,"Puget Sound Educational Service District 121","Kitsap","18303","Bainbridge Island School District",10,"ALL",1,0,,,,,,,,,,,,,,,,,0,1,0,,,,,,,,,,,,,,,,,0,1,0,,,,,,,,,,,,,,,,,0,,0,,,,,,,,,,,,,,,,,
"2012-13",43,"Educational Service District 112","Clark","06119","Battle Ground School District",3,"ALL",17,0,,,,,,,,,,,,,,,,,0,17,17,16,94.09,94.1,0,0,1,5.79,0,0,16,94.09,0,0,1,5.79,,0,,0,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,
"2012-13",43,"Educational Service District 112","Clark","06119","Battle Ground School District",4,"ALL",12,0,,,,,,,,,,,,,,,,,0,12,0,,,,,,,,,,,,,,,,,0,12,0,,,,,,,,,,,,,,,,,0,,0,,,,,,,,,,,,,,,,,
"2012-13",43,"Educational Service District 112","Clark","06119","Battle Ground School District",5,"ALL",12,12,11,91.59,91.7,1,8.3,0,0,1,8.3,10,83.29,0,0,1,8.3,,0,12,0,,,,,,,,,,,,,,,,,0,,0,,,,,,,,,,,,,,,,,,12,12,10,83.29,83.3,2,16.6,0,0,0,0,10,83.29,0,0,2,16.6,,0
"2012-13",43,"Educational Service District 112","Clark","06119","Battle Ground School District",6,"ALL",9,0,,,,,,,,,,,,,,,,,0,9,0,,,,,,,,,,,,,,,,,0,,0,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,
"2012-13",43,"Educational Service District 112","Clark","06119","Battle Ground School District",7,"ALL",6,0,,,,,,,,,,,,,,,,,0,6,0,,,,,,,,,,,,,,,,,0,6,0,,,,,,,,,,,,,,,,,0,,0,,,,,,,,,,,,,,,,,
"2012-13",43,"Educational Service District 112","Clark","06119","Battle Ground School District",8,"ALL",9,0,,,,,,,,,,,,,,,,,0,9,0,,,,,,,,,,,,,,,,,0,,0,,,,,,,,,,,,,,,,,,9,0,,,,,,,,,,,,,,,,,0
"2012-13",43,"Educational Service District 112","Clark","06119","Battle Ground School District",10,"ALL",11,0,,,,,,,,,,,,,,,,,0,11,0,,,,,,,,,,,,,,,,,0,11,0,,,,,,,,,,,,,,,,,0,11,0,,,,,,,,,,,,,,,,,0
"2012-13",108,"Puget Sound Educational Service District 121","King","17405","Bellevue School District",3,"ALL",6,0,,,,,,,,,,,,,,,,,0,6,0,,,,,,,,,,,,,,,,,0,,0,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,
"2012-13",108,"Puget Sound Educational Service District 121","King","17405","Bellevue School District",4,"ALL",11,0,,,,,,,,,,,,,,,,,0,11,11,8,72.7,72.7,0,0,3,27.19,5,45.39,3,27.19,0,0,3,27.19,,0,11,0,,,,,,,,,,,,,,,,,0,,0,,,,,,,,,,,,,,,,,
"2012-13",108,"Puget Sound Educational Service District 121","King","17405","Bellevue School District",5,"ALL",9,0,,,,,,,,,,,,,,,,,0,9,0,,,,,,,,,,,,,,,,,0,,0,,,,,,,,,,,,,,,,,,9,0,,,,,,,,,,,,,,,,,0
"2012-13",108,"Puget Sound Educational Service District 121","King","17405","Bellevue School District",6,"ALL",8,0,,,,,,,,,,,,,,,,,0,8,0,,,,,,,,,,,,,,,,,0,,0,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,
"2012-13",108,"Puget Sound Educational Service District 121","King","17405","Bellevue School District",7,"ALL",19,19,18,94.7,94.7,0,0,1,5.2,4,21,14,73.59,0,0,1,5.2,,0,19,19,17,89.4,89.5,1,5.2,1,5.2,7,36.79,10,52.6,0,0,2,10.5,,0,19,19,15,78.9,78.9,0,0,4,21,6,31.5,9,47.29,0,0,4,21,,0,,0,,,,,,,,,,,,,,,,,
"2012-13",108,"Puget Sound Educational Service District 121","King","17405","Bellevue School District",8,"ALL",10,10,8,80,80,0,0,2,20,0,0,8,80,0,0,2,20,,0,10,10,9,90,90,1,10,0,0,1,10,8,80,0,0,1,10,,0,,0,,,,,,,,,,,,,,,,,,10,0,,,,,,,,,,,,,,,,,0
"2012-13",108,"Puget Sound Educational Service District 121","King","17405","Bellevue School District",10,"ALL",9,0,,,,,,,,,,,,,,,,,0,9,0,,,,,,,,,,,,,,,,,0,9,0,,,,,,,,,,,,,,,,,0,9,0,,,,,,,,,,,,,,,,,0
"2012-13",272,"Northwest Educational Service District 189","Whatcom","37501","Bellingham School District",3,"ALL",8,0,,,,,,,,,,,,,,,,,0,8,0,,,,,,,,,,,,,,,,,0,,0,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,
"2012-13",272,"Northwest Educational Service District 189","Whatcom","37501","Bellingham School District",4,"ALL",5,0,,,,,,,,,,,,,,,,,0,5,0,,,,,,,,,,,,,,,,,0,5,0,,,,,,,,,,,,,,,,,0,,0,,,,,,,,,,,,,,,,,
"2012-13",272,"Northwest Educational Service District 189","Whatcom","37501","Bellingham School District",5,"ALL",10,10,9,90,90,0,0,1,10,3,30,6,60,0,0,1,10,,0,9,0,,,,,,,,,,,,,,,,,0,,0,,,,,,,,,,,,,,,,,,10,10,9,90,90,0,0,1,10,1,10,8,80,0,0,1,10,,0
"2012-13",272,"Northwest Educational Service District 189","Whatcom","37501","Bellingham School District",6,"ALL",9,0,,,,,,,,,,,,,,,,,0,9,0,,,,,,,,,,,,,,,,,0,,0,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,
"2012-13",272,"Northwest Educational Service District 189","Whatcom","37501","Bellingham School District",7,"ALL",4,0,,,,,,,,,,,,,,,,,0,4,0,,,,,,,,,,,,,,,,,0,4,0,,,,,,,,,,,,,,,,,0,,0,,,,,,,,,,,,,,,,,
"2012-13",272,"Northwest Educational Service District 189","Whatcom","37501","Bellingham School District",8,"ALL",4,0,,,,,,,,,,,,,,,,,0,4,0,,,,,,,,,,,,,,,,,0,,0,,,,,,,,,,,,,,,,,,4,0,,,,,,,,,,,,,,,,,0
"2012-13",272,"Northwest Educational Service District 189","Whatcom","37501","Bellingham School District",10,"ALL",9,0,,,,,,,,,,,,,,,,,0,9,0,,,,,,,,,,,,,,,,,0,9,0,,,,,,,,,,,,,,,,,0,9,0,,,,,,,,,,,,,,,,,0
"2012-13",12,"Educational Service District 101","Adams","01122","Benge School District",3,"ALL",,0,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,
"2012-13",12,"Educational Service District 101","Adams","01122","Benge School District",4,"ALL",,0,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,
"2012-13",12,"Educational Service District 101","Adams","01122","Benge School District",5,"ALL",,0,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,
"2012-13",12,"Educational Service District 101","Adams","01122","Benge School District",6,"ALL",,0,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,
"2012-13",197,"Puget Sound Educational Service District 121","Pierce","27403","Bethel School District",3,"ALL",13,13,10,76.9,76.9,0,0,3,23,2,15.3,8,61.5,0,0,3,23,,0,13,13,9,69.2,69.2,0,0,4,30.69,2,15.3,7,53.79,0,0,4,30.69,,0,,0,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,
"2012-13",197,"Puget Sound Educational Service District 121","Pierce","27403","Bethel School District",4,"ALL",21,0,,,,,,,,,,,,,,,,,0,22,22,19,86.29,86.4,0,0,3,13.59,5,22.69,14,63.6,0,0,3,13.59,,0,22,0,,,,,,,,,,,,,,,,,0,,0,,,,,,,,,,,,,,,,,
"2012-13",197,"Puget Sound Educational Service District 121","Pierce","27403","Bethel School District",5,"ALL",15,0,,,,,,,,,,,,,,,,,0,15,15,13,86.59,86.7,0,0,2,13.3,1,6.59,12,80,0,0,2,13.3,,0,,0,,,,,,,,,,,,,,,,,,15,15,14,93.29,93.3,0,0,1,6.59,1,6.59,13,86.59,0,0,1,6.59,,0
"2012-13",197,"Puget Sound Educational Service District 121","Pierce","27403","Bethel School District",6,"ALL",19,0,,,,,,,,,,,,,,,,,0,19,19,16,84.2,84.2,0,0,3,15.69,3,15.69,13,68.4,0,0,3,15.69,,0,,0,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,
"2012-13",197,"Puget Sound Educational Service District 121","Pierce","27403","Bethel School District",7,"ALL",9,0,,,,,,,,,,,,,,,,,0,9,0,,,,,,,,,,,,,,,,,0,9,0,,,,,,,,,,,,,,,,,0,,0,,,,,,,,,,,,,,,,,
"2012-13",197,"Puget Sound Educational Service District 121","Pierce","27403","Bethel School District",8,"ALL",5,0,,,,,,,,,,,,,,,,,0,6,0,,,,,,,,,,,,,,,,,0,,0,,,,,,,,,,,,,,,,,,6,0,,,,,,,,,,,,,,,,,0
"2012-13",197,"Puget Sound Educational Service District 121","Pierce","27403","Bethel School District",10,"ALL",8,0,,,,,,,,,,,,,,,,,0,8,0,,,,,,,,,,,,,,,,,0,8,0,,,,,,,,,,,,,,,,,0,8,0,,,,,,,,,,,,,,,,,0
"2012-13",131,"Educational Service District 105","Klickitat","20203","Bickleton School District",3,"ALL",,0,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,
"2012-13",131,"Educational Service District 105","Klickitat","20203","Bickleton School District",4,"ALL",1,0,,,,,,,,,,,,,,,,,0,1,0,,,,,,,,,,,,,,,,,0,1,0,,,,,,,,,,,,,,,,,0,,0,,,,,,,,,,,,,,,,,
"2012-13",131,"Educational Service District 105","Klickitat","20203","Bickleton School District",5,"ALL",,0,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,
"2012-13",131,"Educational Service District 105","Klickitat","20203","Bickleton School District",6,"ALL",,0,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,
"2012-13",131,"Educational Service District 105","Klickitat","20203","Bickleton School District",7,"ALL",1,0,,,,,,,,,,,,,,,,,0,1,0,,,,,,,,,,,,,,,,,0,1,0,,,,,,,,,,,,,,,,,0,,0,,,,,,,,,,,,,,,,,
"2012-13",131,"Educational Service District 105","Klickitat","20203","Bickleton School District",8,"ALL",1,0,,,,,,,,,,,,,,,,,0,1,0,,,,,,,,,,,,,,,,,0,,0,,,,,,,,,,,,,,,,,,1,0,,,,,,,,,,,,,,,,,0
"2012-13",131,"Educational Service District 105","Klickitat","20203","Bickleton School District",10,"ALL",,0,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,
"2012-13",274,"Northwest Educational Service District 189","Whatcom","37503","Blaine School District",3,"ALL",1,0,,,,,,,,,,,,,,,,,0,1,0,,,,,,,,,,,,,,,,,0,,0,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,
"2012-13",274,"Northwest Educational Service District 189","Whatcom","37503","Blaine School District",4,"ALL",1,0,,,,,,,,,,,,,,,,,0,1,0,,,,,,,,,,,,,,,,,0,1,0,,,,,,,,,,,,,,,,,0,,0,,,,,,,,,,,,,,,,,
